"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Lower C.I for ASMR","2023","Both sexes","Co. Dublin","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Dublin","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Dublin","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Dublin","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Dublin","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Galway","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Galway","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Galway","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Galway","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Galway","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kildare","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kildare","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kildare","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kildare","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kildare","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kilkenny","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kilkenny","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kilkenny","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kilkenny","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kilkenny","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kerry","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kerry","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kerry","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kerry","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Kerry","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Longford","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Longford","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Longford","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Longford","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Longford","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Louth","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Louth","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Louth","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Louth","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Louth","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Limerick","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Limerick","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Limerick","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Limerick","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Limerick","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Leitrim","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Leitrim","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Leitrim","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Leitrim","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Leitrim","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Laois","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Laois","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Laois","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Laois","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Laois","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Meath","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Meath","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Meath","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Meath","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Meath","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Monaghan","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Monaghan","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Monaghan","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Monaghan","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Monaghan","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Mayo","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Mayo","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Mayo","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Mayo","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Mayo","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Offaly","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Offaly","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Offaly","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Offaly","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Offaly","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Roscommon","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Roscommon","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Roscommon","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Roscommon","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Roscommon","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Sligo","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Sligo","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Sligo","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Sligo","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Sligo","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Tipperary","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Tipperary","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Tipperary","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Tipperary","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Tipperary","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Waterford","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Waterford","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Waterford","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Waterford","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Waterford","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wicklow","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wicklow","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wicklow","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wicklow","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wicklow","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Westmeath","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Westmeath","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Westmeath","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Westmeath","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Westmeath","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wexford","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wexford","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wexford","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wexford","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Wexford","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Ireland","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Ireland","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Ireland","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Ireland","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Ireland","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Clare","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Clare","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Clare","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Clare","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Clare","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cork","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cork","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cork","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cork","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cork","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cavan","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cavan","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cavan","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cavan","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Cavan","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Carlow","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Carlow","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Carlow","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Carlow","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Carlow","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Donegal","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Donegal","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Donegal","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Donegal","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Donegal","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Dublin","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Dublin","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Dublin","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Dublin","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Dublin","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Galway","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Galway","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Galway","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Galway","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Galway","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kildare","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kildare","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kildare","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kildare","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kildare","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kilkenny","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kilkenny","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kilkenny","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kilkenny","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kilkenny","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kerry","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kerry","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kerry","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kerry","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Kerry","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Longford","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Longford","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Longford","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Longford","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Longford","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Louth","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Louth","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Louth","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Louth","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Louth","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Limerick","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Limerick","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Limerick","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Limerick","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Limerick","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Leitrim","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Leitrim","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Leitrim","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Leitrim","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Leitrim","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Accidents","Rate",""
